n,step_ratio,pattern,family,method_label,threshold_mode,threshold_range,gain_scheme,feedback_noise_alpha,feedback_bias_alpha,R,R_abs,R2,R2_norm,R2_max_norm,avg_switch_noidle,R_clean,R_abs_clean,configuration,log_R_degradation,log_R_abs_degradation
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.05,0.2,2.05477687,228.40576824,4.51050603,2.25525305,4.83837515,56.14444,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.018479839330557895,-0.006629559592141155
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.1,0.0,2.02013953,229.33677564,4.42976175,2.21488086,4.48456207,57.27868,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.0014791596379427258,-0.002561732835613982
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.1,0.05,2.01882959,228.99920417,4.42730818,2.2136541199999997,4.52385812,57.49098,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.000830508951586921,-0.00403476373831139
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.1,0.1,2.0244959,228.67195983,4.44031546,2.2201577,4.64580576,57.782439999999994,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.00363330764954311,-0.005464805311865321
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.1,0.2,2.05633084,228.01041633,4.51412602,2.25706304,5.00485507,58.42850000000001,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.019235825397393463,-0.00836197847756009
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.2,0.0,2.02718144,227.91520796,4.44541559,2.22270782,4.88234088,64.62434,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.004958951410347707,-0.00877962717424042
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.2,0.05,2.02600731,227.57191813,4.44298497,2.22149244,4.93204801,64.89098,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.004379590267670667,-0.010286979963533454
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.2,0.1,2.0311817,227.22675387,4.45567647,2.22783825,5.04022359,65.17072,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.006930318268126152,-0.011804857422375937
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.2,0.2,2.0602111300000003,226.53070264,4.52617607,2.26308799,5.4050508100000005,65.97269999999999,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.021121044193901258,-0.014872803815177046
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.4,0.0,2.04394491,222.17019775,4.49639498,2.24819754,5.69545857,87.55915999999999,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.013194296276370797,-0.03430954737352778
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.4,0.05,2.0426105100000003,221.81097038,4.49430516,2.24715263,5.722444299999999,87.8695,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.0125412279044623,-0.0359277576679084
