pop,n,step_ratio,pattern,family,threshold_range,threshold_mode,gain_scheme,kill_percent,config,repetitions,R,R_abs,R2_norm,R2_max_norm,post_removal_R,post_removal_R_abs,post_removal_R2_norm,post_removal_R2_max_norm
500,4,2.0,scurve,SETA,HM,clamped,,40,SETA-HM-clamped,100,13.274581840000002,20.06516899,16.85659907,67.8548453,25.77382116,39.55366656,32.8976617,67.8548453
500,4,2.0,scurve,SETA,HM,clamped,,50,SETA-HM-clamped,100,39.8685411,47.90584673,52.00550069,240.32240316,78.96173957,95.23502204,103.19546479,240.32240316
500,4,2.0,scurve,SETA,HM,latent,,0,SETA-HM-latent,100,1.51419814,10.891356530000001,1.74191181,5.81125184,1.7514939999999999,20.726990259999997,1.99080603,5.81125184
500,4,2.0,scurve,SETA,HM,latent,,5,SETA-HM-latent,100,1.5193563,10.95763954,1.75078336,6.06912082,1.76181028,20.859556280000003,2.0085492,6.06912082
500,4,2.0,scurve,SETA,HM,latent,,10,SETA-HM-latent,100,1.5311599,11.03901582,1.76612444,6.20619086,1.78541753,21.02230872,2.0392313300000002,6.20619086
500,4,2.0,scurve,SETA,HM,latent,,20,SETA-HM-latent,100,1.5832309900000001,11.14825865,1.82285073,6.40515154,1.88955976,21.2407944,2.15268392,6.40515154
500,4,2.0,scurve,SETA,HM,latent,,30,SETA-HM-latent,100,1.80390481,11.3345042,2.08076697,7.8328623,2.33090737,21.613285559999998,2.66851626,7.8328623
500,4,2.0,scurve,SETA,HM,latent,,40,SETA-HM-latent,100,13.049453410000002,20.13624013,17.43240657,70.18800951,24.822004619999998,39.21675737,33.37179556,70.18800951
500,4,2.0,scurve,SETA,HM,latent,,50,SETA-HM-latent,100,39.91909019,47.64982616,52.17774221,240.85903251,78.56127805,94.24392949000001,102.86246687,240.85903251
500,4,2.0,scurve,SETA,HT1,clamped,,0,SETA-HT1-clamped,100,1.8957895999999999,12.0400441,1.9608269999999999,4.212452369999999,2.3900961,23.058736109999998,2.47724403,4.212452369999999
500,4,2.0,scurve,SETA,HT1,clamped,,5,SETA-HT1-clamped,100,1.9430695199999999,12.06926307,2.00542189,4.32116964,2.48465599,23.117174100000003,2.5664338,4.32116964
500,4,2.0,scurve,SETA,HT1,clamped,,10,SETA-HT1-clamped,100,1.99809464,12.10506922,2.0577903,4.47961823,2.5947061700000003,23.18878629,2.6711706299999998,4.47961823
500,4,2.0,scurve,SETA,HT1,clamped,,20,SETA-HT1-clamped,100,2.1471435299999997,12.20287574,2.2024060800000003,5.008082959999999,2.89280393,23.38439934,2.96040218,5.008082959999999
500,4,2.0,scurve,SETA,HT1,clamped,,30,SETA-HT1-clamped,100,2.42061946,12.38006238,2.4746629,6.456169180000001,3.43975574,23.738772570000002,3.50491583,6.456169180000001
500,4,2.0,scurve,SETA,HT1,clamped,,40,SETA-HT1-clamped,100,12.772391090000001,20.07326446,16.40085533,65.53425393,24.14329921,39.12517685,31.357300759999998,65.53425393
500,4,2.0,scurve,SETA,HT1,clamped,,50,SETA-HT1-clamped,100,39.339322280000005,47.65546193,51.24538172,235.56953889,77.27716213,94.2895716,101.04635339000001,235.56953889
500,4,2.0,scurve,SETA,HT1,latent,,0,SETA-HT1-latent,100,1.43624897,11.687082069999999,1.5543349800000001,5.25076752,2.32837121,22.95879578,2.52125047,5.25076752
500,4,2.0,scurve,SETA,HT1,latent,,5,SETA-HT1-latent,100,1.4747358099999999,11.71152768,1.5899158199999999,5.42219474,2.40534506,23.007687070000003,2.5924121,5.42219474
500,4,2.0,scurve,SETA,HT1,latent,,10,SETA-HT1-latent,100,1.5278043099999998,11.744177259999999,1.63706126,5.62559743,2.51148194,23.072986070000002,2.68670299,5.62559743
500,4,2.0,scurve,SETA,HT1,latent,,20,SETA-HT1-latent,100,1.6825377499999998,11.833617799999999,1.7769168,6.202101730000001,2.8209488,23.25186725,2.9664139499999997,6.202101730000001
500,4,2.0,scurve,SETA,HT1,latent,,30,SETA-HT1-latent,100,1.96452896,11.99807489,2.04263689,7.47481582,3.38493114,23.58078147,3.4978542399999997,7.47481582
500,4,2.0,scurve,SETA,HT1,latent,,40,SETA-HT1-latent,100,12.137571379999999,19.47181912,15.437726949999998,65.57362849,23.73101647,38.52826995,30.2880344,65.57362849
500,4,2.0,scurve,SETA,HT1,latent,,50,SETA-HT1-latent,100,38.799362609999996,47.16529694,50.7198202,235.59904644999997,77.05459877999999,93.91522553,100.85222091,235.59904644999997
500,4,2.0,scurve,SETA,HT2,clamped,,0,SETA-HT2-clamped,100,1.9024133900000002,12.02673753,1.92753725,3.5529407099999997,2.2619276999999998,22.95701782,2.30444986,3.5529407099999997
500,4,2.0,scurve,SETA,HT2,clamped,,5,SETA-HT2-clamped,100,1.99155491,12.07910723,2.01710838,3.79895261,2.4402108,23.061757240000002,2.48359218,3.79895261
500,4,2.0,scurve,SETA,HT2,clamped,,10,SETA-HT2-clamped,100,2.09273954,12.140807279999999,2.11920536,4.08834115,2.6425802199999997,23.185157359999998,2.6877861000000003,4.08834115
500,4,2.0,scurve,SETA,HT2,clamped,,20,SETA-HT2-clamped,100,2.35484193,12.30194516,2.3854314299999997,4.88219156,3.16678498,23.507433080000002,3.22023818,4.88219156
500,4,2.0,scurve,SETA,HT2,clamped,,30,SETA-HT2-clamped,100,2.80946104,12.58458395,2.8487065400000002,6.63086353,4.0760231,24.0727106,4.1467883599999995,6.63086353
500,4,2.0,scurve,SETA,HT2,clamped,,40,SETA-HT2-clamped,100,13.249011000000001,20.43420363,16.800241200000002,65.92165501000001,24.955123060000002,39.771949920000004,32.04985778,65.92165501000001
500,4,2.0,scurve,SETA,HT2,clamped,,50,SETA-HT2-clamped,100,39.3680374,47.7625069,51.0763117,234.24764938,77.19317659000001,94.42855657,100.60199874,234.24764938
500,4,2.0,scurve,SETA,HT2,latent,,0,SETA-HT2-latent,100,1.7549380700000001,11.88330778,1.80682747,4.39236597,2.50561614,23.048956659999998,2.59873202,4.39236597
500,4,2.0,scurve,SETA,HT2,latent,,5,SETA-HT2-latent,100,1.83881822,11.92947377,1.8881011699999999,4.62886235,2.6733764100000004,23.141288669999998,2.76127933,4.62886235
500,4,2.0,scurve,SETA,HT2,latent,,10,SETA-HT2-latent,100,1.93811873,11.98528274,1.98514554,4.9202799299999995,2.87197742,23.252906539999998,2.95536812,4.9202799299999995
500,4,2.0,scurve,SETA,HT2,latent,,20,SETA-HT2-latent,100,2.2001550599999997,12.136805979999998,2.24417517,5.710595570000001,3.3960499800000004,23.55595308,3.47342738,5.710595570000001
500,4,2.0,scurve,SETA,HT2,latent,,30,SETA-HT2-latent,100,2.67235633,12.41773318,2.7180760800000003,7.28427287,4.34045273,24.11780741,4.421229149999999,7.28427287
500,4,2.0,scurve,SETA,HT2,latent,,40,SETA-HT2-latent,100,12.94341116,20.0489169,16.26853578,65.71967417,24.88256264,39.380174769999996,31.5221485,65.71967417
500,4,2.0,scurve,SETA,HT2,latent,,50,SETA-HT2-latent,100,39.05584014,47.46379054,50.77515287,234.33320999,77.10742141,94.20992213,100.5353829,234.33320999
500,4,2.0,sharp,CT,HM,clamped,,0,CT-HM,100,1.01150118,1.0164559199999998,1.40210462,1.6176708199999998,1.012866,1.0321481,1.4034643299999998,1.6124663000000001
500,4,2.0,sharp,CT,HM,clamped,,5,CT-HM,100,1.07948862,1.08294037,1.4955557400000001,1.8085199600000001,1.14884088,1.16511708,1.5903664499999999,1.8085199600000001
500,4,2.0,sharp,CT,HM,clamped,,10,CT-HM,100,1.15219014,1.15357391,1.5950148400000002,2.02785328,1.2942439200000002,1.30638406,1.78928474,2.02785328
500,4,2.0,sharp,CT,HM,clamped,,20,CT-HM,100,1.3332540599999998,1.3287350699999998,1.84131557,2.56534868,1.65637176,1.65670625,2.2818861100000003,2.56534868
500,4,2.0,sharp,CT,HM,clamped,,30,CT-HM,100,1.56915798,1.55481461,2.15916217,3.24216945,2.1281796,2.10886552,2.91757931,3.24216945
500,4,2.0,sharp,CT,HM,clamped,,40,CT-HM,100,1.88878056,1.85598566,2.58248872,4.17799011,2.76742476,2.71120765,3.76423248,4.17799011
500,4,2.0,sharp,CT,HM,clamped,,50,CT-HM,100,3.25149528,3.13620676,4.38755414,8.93344198,5.4928542,5.27164977,7.37436339,8.93344198
500,4,2.0,sharp,CT,HT1,clamped,,0,CT-HT1,100,1.27224384,2.10587882,1.48666637,1.93737603,1.28497284,2.7584753,1.4888263499999999,1.92099333
500,4,2.0,sharp,CT,HT1,clamped,,5,CT-HT1,100,1.3056621000000002,2.1409784199999997,1.5255909399999998,2.00440167,1.35180936,2.82867434,1.5666755,2.00220911
500,4,2.0,sharp,CT,HT1,clamped,,10,CT-HT1,100,1.3417533,2.17303181,1.5684679600000002,2.10487733,1.42399176,2.8927811200000004,1.6524294800000001,2.10486213
500,4,2.0,sharp,CT,HT1,clamped,,20,CT-HT1,100,1.44114798,2.27200149,1.6855397600000002,2.36391037,1.62278112,3.09072054,1.8865730600000001,2.36391037
500,4,2.0,sharp,CT,HT1,clamped,,30,CT-HT1,100,1.5892019400000001,2.42007201,1.8614358999999998,2.69826531,1.91888904,3.38686167,2.23836532,2.69826531
500,4,2.0,sharp,CT,HT1,clamped,,40,CT-HT1,100,1.84093446,2.66423116,2.16719043,3.28971444,2.42235408,3.87517992,2.84987438,3.28971444
500,4,2.0,sharp,CT,HT1,clamped,,50,CT-HT1,100,2.77079064,3.5301613100000004,3.36969546,5.96805117,4.2820664399999995,5.60704019,5.2548845,5.96805117
500,4,2.0,sharp,CT,HT2,clamped,,0,CT-HT2,100,1.13286306,1.44804574,1.43560842,1.72676422,1.13874012,1.7161442,1.43658631,1.7213871900000002
500,4,2.0,sharp,CT,HT2,clamped,,5,CT-HT2,100,1.1850893999999998,1.49569423,1.50349787,1.85911445,1.2431928,1.8114412500000001,1.57236519,1.85911445
500,4,2.0,sharp,CT,HT2,clamped,,10,CT-HT2,100,1.24416636,1.5503762399999999,1.57990546,2.01760053,1.36134672,1.92080525,1.72518037,2.01760053
500,4,2.0,sharp,CT,HT2,clamped,,20,CT-HT2,100,1.38203082,1.67661096,1.75716501,2.39400515,1.63707564,2.17327463,2.07969933,2.39400515
500,4,2.0,sharp,CT,HT2,clamped,,30,CT-HT2,100,1.57124334,1.8532562300000002,1.99988302,2.8981813599999997,2.01550068,2.52656519,2.5651355000000002,2.8981813599999997
500,4,2.0,sharp,CT,HT2,clamped,,40,CT-HT2,100,1.84866606,2.11144468,2.3536555200000002,3.6516409299999997,2.57034612,3.04294221,3.2726804900000004,3.6516409299999997
500,4,2.0,sharp,CT,HT2,clamped,,50,CT-HT2,100,2.9438365199999996,3.14306992,3.7902087,7.05476265,4.7606870400000005,5.10619266,6.14578677,7.05476265
500,4,2.0,sharp,LFTA,HM,clamped,,0,LFTA-HM,100,2.1850047,97.43742871,2.7366871099999996,5.26745739,2.56296696,168.63862833,3.1995611100000003,5.26745739
500,4,2.0,sharp,LFTA,HM,clamped,,5,LFTA-HM,100,2.41004604,89.52124209,3.07440915,5.33388905,3.0130496399999998,152.80625509,3.875005,5.33388905
500,4,2.0,sharp,LFTA,HM,clamped,,10,LFTA-HM,100,2.47399908,80.75851861999999,3.19590905,5.390606719999999,3.14095572,135.2808082,4.11800508,5.390606719999999
500,4,2.0,sharp,LFTA,HM,clamped,,20,LFTA-HM,100,2.45510778,62.69070556,3.2466492899999997,5.36842796,3.10317312,99.14518204,4.21948547,5.36842796
500,4,2.0,sharp,LFTA,HM,clamped,,30,LFTA-HM,100,2.53077954,56.2133051,3.3022926100000003,5.49570371,3.25451664,86.1903811,4.33077219,5.49570371
500,4,2.0,sharp,LFTA,HM,clamped,,40,LFTA-HM,100,2.5845131400000003,55.58343466,3.3307186300000002,5.72920123,3.3619838399999997,84.93064023999999,4.38762409,5.72920123
500,4,2.0,sharp,LFTA,HM,clamped,,50,LFTA-HM,100,4.237010880000001,54.487428959999995,5.62146021,11.40492786,6.66697932,82.73862884,8.96910733,11.40492786
500,4,2.0,sharp,LFTA,HT1,clamped,,0,LFTA-HT1,100,2.2024794,2.95354898,2.56254164,4.08372709,2.5390716,3.9897918500000005,2.90883586,4.08372709
500,4,2.0,sharp,LFTA,HT1,clamped,,5,LFTA-HT1,100,2.2702540200000003,3.05590416,2.6267933599999997,4.22187581,2.67462084,4.19450219,3.03733926,4.22187581
500,4,2.0,sharp,LFTA,HT1,clamped,,10,LFTA-HT1,100,2.34449838,3.18153654,2.6961193000000003,4.34524834,2.82310956,4.44576701,3.17599125,4.34524834
500,4,2.0,sharp,LFTA,HT1,clamped,,20,LFTA-HT1,100,2.535309,3.4967643500000003,2.87821637,4.58465905,3.2047307999999997,5.07622252,3.54018523,4.58465905
500,4,2.0,sharp,LFTA,HT1,clamped,,30,LFTA-HT1,100,2.77379682,3.9477124299999997,3.10724741,4.92656379,3.6817064399999997,5.97811873,3.99824732,4.92656379
500,4,2.0,sharp,LFTA,HT1,clamped,,40,LFTA-HT1,100,3.08918598,4.63285241,3.4154301900000004,5.37512706,4.31248476,7.34839869,4.614612849999999,5.37512706
500,4,2.0,sharp,LFTA,HT1,clamped,,50,LFTA-HT1,100,3.65514882,5.81185962,4.0262239399999995,6.5617204000000005,5.44441044,9.7064132,5.8362005,6.5617204000000005
500,4,2.0,sharp,LFTA,HT2,clamped,,0,LFTA-HT2,100,1.32942606,1.36221634,1.82286371,2.29223898,1.4272395599999999,1.50306709,1.96434607,2.29223898
500,4,2.0,sharp,LFTA,HT2,clamped,,5,LFTA-HT2,100,1.40503614,1.43636002,1.9250873,2.50523349,1.57845972,1.65135449,2.16879321,2.50523349
500,4,2.0,sharp,LFTA,HT2,clamped,,10,LFTA-HT2,100,1.4827969200000002,1.5111550299999998,2.02959346,2.71227995,1.7339812799999998,1.8009444700000001,2.3778055499999997,2.71227995
500,4,2.0,sharp,LFTA,HT2,clamped,,20,LFTA-HT2,100,1.64945514,1.6714205999999998,2.24928374,3.19466892,2.06729772,2.12147568,2.81718595,3.19466892
500,4,2.0,sharp,LFTA,HT2,clamped,,30,LFTA-HT2,100,1.84410024,1.85358015,2.4986292900000002,3.76932318,2.45658792,2.48579483,3.31587713,3.76932318
500,4,2.0,sharp,LFTA,HT2,clamped,,40,LFTA-HT2,100,2.10165492,2.0876757599999998,2.8133862699999996,4.50838506,2.9716972800000003,2.95398602,3.94539104,4.50838506
500,4,2.0,sharp,LFTA,HT2,clamped,,50,LFTA-HT2,100,3.2837109,3.2036103600000003,4.31239885,8.09345856,5.33580924,5.18585507,6.94341624,8.09345856
500,4,2.0,sharp,PTA,HM,clamped,Agent,0,PTA-HM-clamped-Agent,100,0.76544082,1.0216094900000001,0.9539561000000001,1.7596239299999998,0.7650429599999999,1.3225367600000002,0.9618103100000001,1.54747023
500,4,2.0,sharp,PTA,HM,clamped,Agent,5,PTA-HM-clamped-Agent,100,0.81687084,1.00109437,1.03606515,1.76821923,0.867903,1.2815066099999999,1.1260284299999999,1.70782781
500,4,2.0,sharp,PTA,HM,clamped,Agent,10,PTA-HM-clamped-Agent,100,0.8761306799999999,0.9458591,1.1286513,1.90611824,0.98642268,1.17103603,1.3112007399999999,1.90532159
500,4,2.0,sharp,PTA,HM,clamped,Agent,20,PTA-HM-clamped-Agent,100,1.04336304,0.9582436599999999,1.34683086,2.42676245,1.3208874,1.19580517,1.74755985,2.42676245
500,4,2.0,sharp,PTA,HM,clamped,Agent,30,PTA-HM-clamped-Agent,100,1.23872556,1.10084566,1.6088062600000002,3.0388186000000004,1.7116124400000001,1.48100906,2.27151051,3.0388186000000004
500,4,2.0,sharp,PTA,HM,clamped,Agent,40,PTA-HM-clamped-Agent,100,1.49985126,1.32175098,1.9204214300000002,3.84207209,2.2338638399999997,1.9228197800000002,2.89474101,3.84207209
500,4,2.0,sharp,PTA,HM,clamped,Agent,50,PTA-HM-clamped-Agent,100,2.2550865,2.03850991,2.89265417,5.35133489,3.7443343199999997,3.3563376799999998,4.8392064900000005,5.35133489
500,4,2.0,sharp,PTA,HM,clamped,Global,0,PTA-HM-clamped-Global,100,0.7885169999999999,0.75146086,1.01916909,1.66794375,0.7755097200000001,0.83820427,1.02446631,1.48504885
500,4,2.0,sharp,PTA,HM,clamped,Global,5,PTA-HM-clamped-Global,100,0.85362732,0.80228484,1.10673081,1.69405587,0.9057303600000001,0.93985224,1.1995899799999998,1.66703937
500,4,2.0,sharp,PTA,HM,clamped,Global,10,PTA-HM-clamped-Global,100,0.9303334200000001,0.8698463700000001,1.20001242,1.8870989599999999,1.05914256,1.07497523,1.38615296,1.8870989599999999
500,4,2.0,sharp,PTA,HM,clamped,Global,20,PTA-HM-clamped-Global,100,1.0840536,0.9932008600000001,1.4149720199999998,2.36994783,1.36658292,1.32168426,1.81607228,2.36994783
500,4,2.0,sharp,PTA,HM,clamped,Global,30,PTA-HM-clamped-Global,100,1.31922612,1.2719234,1.6970388399999998,3.0230542700000003,1.83692796,1.87912926,2.3802059399999997,3.0230542700000003
500,4,2.0,sharp,PTA,HM,clamped,Global,40,PTA-HM-clamped-Global,100,1.6159395,1.5862960899999998,2.0745462,3.89981983,2.43035472,2.50787478,3.13522057,3.89981983
500,4,2.0,sharp,PTA,HM,clamped,Global,50,PTA-HM-clamped-Global,100,2.30762082,2.33229255,2.94359125,5.353750310000001,3.81371736,3.99986769,4.87331075,5.353750310000001
500,4,2.0,sharp,PTA,HM,latent,Agent,0,PTA-HM-latent-Agent,100,0.66771834,0.6768668800000001,0.87321645,1.3742216999999999,0.66729096,0.7738795,0.87342471,1.3084884600000002
500,4,2.0,sharp,PTA,HM,latent,Agent,5,PTA-HM-latent-Agent,100,0.72565146,0.68792328,0.9540701300000001,1.4783620400000002,0.7831572,0.79599226,1.0351319700000001,1.47825333
500,4,2.0,sharp,PTA,HM,latent,Agent,10,PTA-HM-latent-Agent,100,0.78410082,0.7153558,1.03934633,1.6603124,0.9000559199999999,0.85085739,1.2056844599999998,1.6603124
500,4,2.0,sharp,PTA,HM,latent,Agent,20,PTA-HM-latent-Agent,100,0.92874318,0.80816616,1.24793917,2.1016909200000002,1.1893406400000002,1.0364780500000002,1.62287014,2.1016909200000002
500,4,2.0,sharp,PTA,HM,latent,Agent,30,PTA-HM-latent-Agent,100,1.11912228,0.9643292800000001,1.51551539,2.70835538,1.57009884,1.3488043099999998,2.15802254,2.70835538
500,4,2.0,sharp,PTA,HM,latent,Agent,40,PTA-HM-latent-Agent,100,1.37777316,1.19524261,1.87214992,3.5398467499999997,2.0874006,1.8106310300000001,2.87129168,3.5398467499999997
500,4,2.0,sharp,PTA,HM,latent,Agent,50,PTA-HM-latent-Agent,100,2.6002226999999998,2.33604599,3.5357243499999997,7.67537018,4.5322996799999995,4.09223765,6.1984404500000005,7.67537018
500,4,2.0,sharp,PTA,HM,latent,Global,0,PTA-HM-latent-Global,100,0.77110146,0.69735606,1.0220174,1.5278600199999999,0.77474592,0.72959185,1.02368927,1.44689373
500,4,2.0,sharp,PTA,HM,latent,Global,5,PTA-HM-latent-Global,100,0.8292354000000001,0.72951588,1.10485345,1.6256254,0.8910138000000001,0.79391145,1.18936153,1.62462648
500,4,2.0,sharp,PTA,HM,latent,Global,10,PTA-HM-latent-Global,100,0.89185284,0.7729911,1.19501115,1.81497051,1.0162486800000001,0.8808619,1.36967681,1.81497051
500,4,2.0,sharp,PTA,HM,latent,Global,20,PTA-HM-latent-Global,100,1.04616222,0.89619553,1.41453813,2.31000528,1.3248674399999998,1.12727081,1.8087307799999999,2.31000528
500,4,2.0,sharp,PTA,HM,latent,Global,30,PTA-HM-latent-Global,100,1.24961286,1.07752838,1.69825892,2.96713103,1.73176872,1.4899365900000001,2.37617243,2.96713103
500,4,2.0,sharp,PTA,HM,latent,Global,40,PTA-HM-latent-Global,100,1.52131578,1.32984261,2.0726571899999997,3.86544711,2.27517456,1.99456506,3.12496906,3.86544711
500,4,2.0,sharp,PTA,HM,latent,Global,50,PTA-HM-latent-Global,100,2.8165892400000003,2.5491572199999997,3.83234552,8.289645460000001,4.86572148,4.43319428,6.64434563,8.289645460000001
500,4,2.0,sharp,PTA,HT1,clamped,Agent,0,PTA-HT1-clamped-Agent,100,0.6441465599999999,1.8773889499999998,0.719378,2.60214629,0.67328856,2.8598222800000004,0.7466128000000001,2.59559459
500,4,2.0,sharp,PTA,HT1,clamped,Agent,5,PTA-HT1-clamped-Agent,100,0.6314179200000001,1.7629090600000001,0.7174616899999999,2.7173637999999998,0.64783128,2.63086244,0.74278019,2.70909073
500,4,2.0,sharp,PTA,HT1,clamped,Agent,10,PTA-HT1-clamped-Agent,100,0.6204345,1.6385001099999998,0.72406912,3.02359505,0.62586444,2.38204469,0.75599509,3.02359505
500,4,2.0,sharp,PTA,HT1,clamped,Agent,20,PTA-HT1-clamped-Agent,100,0.62695098,1.3977808099999998,0.77820543,3.4077210200000003,0.6388974000000001,1.90060603,0.86426774,3.4077210200000003
500,4,2.0,sharp,PTA,HT1,clamped,Agent,30,PTA-HT1-clamped-Agent,100,0.7063931999999999,1.34626877,0.87792096,3.52572333,0.79778184,1.79758192,1.06369897,3.52572333
500,4,2.0,sharp,PTA,HT1,clamped,Agent,40,PTA-HT1-clamped-Agent,100,0.82202454,1.33264172,1.03193325,3.7706878899999996,1.02904452,1.7703278800000002,1.37172337,3.7706878899999996
500,4,2.0,sharp,PTA,HT1,clamped,Agent,50,PTA-HT1-clamped-Agent,100,2.13210528,1.98871783,2.83631723,5.9489703,3.649206,3.08248006,4.9804913299999996,5.9489703
500,4,2.0,sharp,PTA,HT1,clamped,Global,0,PTA-HT1-clamped-Global,100,0.74102994,0.7553958299999999,0.98935837,3.3984139800000004,0.7722039599999999,0.85933533,1.03393824,3.39195217
500,4,2.0,sharp,PTA,HT1,clamped,Global,5,PTA-HT1-clamped-Global,100,0.75266994,0.7411248100000001,1.01966058,3.47998266,0.79548396,0.83079318,1.0945425899999999,3.4798993400000002
500,4,2.0,sharp,PTA,HT1,clamped,Global,10,PTA-HT1-clamped-Global,100,0.77577408,0.7429509,1.0541124499999999,3.5410507300000003,0.84169224,0.83444529,1.16344649,3.5410507300000003
500,4,2.0,sharp,PTA,HT1,clamped,Global,20,PTA-HT1-clamped-Global,100,0.8345793,0.77671687,1.1337781,3.64665025,0.95930268,0.90197732,1.3227777299999999,3.64665025
500,4,2.0,sharp,PTA,HT1,clamped,Global,30,PTA-HT1-clamped-Global,100,0.9065043,0.8327568200000001,1.23497338,3.75645965,1.10315268,1.01405724,1.52516835,3.75645965
500,4,2.0,sharp,PTA,HT1,clamped,Global,40,PTA-HT1-clamped-Global,100,1.01375544,0.9218070899999999,1.38417279,4.1257854,1.31765496,1.19215772,1.82356717,4.1257854
500,4,2.0,sharp,PTA,HT1,clamped,Global,50,PTA-HT1-clamped-Global,100,2.37155394,2.21138017,3.26913837,6.63804851,4.03325196,3.771304,5.59349832,6.63804851
500,4,2.0,sharp,PTA,HT1,latent,Agent,0,PTA-HT1-latent-Agent,100,0.74967618,1.05193643,0.9542217599999999,3.27256136,0.75879924,1.3519522000000002,0.96712013,3.14225437
500,4,2.0,sharp,PTA,HT1,latent,Agent,5,PTA-HT1-latent-Agent,100,0.7570719,0.9903464700000001,0.9861800599999999,3.3096671,0.77359068,1.22877226,1.0310369,3.2849978699999998
500,4,2.0,sharp,PTA,HT1,latent,Agent,10,PTA-HT1-latent-Agent,100,0.77490342,0.9464401499999999,1.0289257,3.3976499000000002,0.80925372,1.14095952,1.11652803,3.39520361
500,4,2.0,sharp,PTA,HT1,latent,Agent,20,PTA-HT1-latent-Agent,100,0.84424956,0.9463556200000001,1.1312783899999999,3.55838702,0.9479460000000001,1.14079056,1.32123346,3.55838702
500,4,2.0,sharp,PTA,HT1,latent,Agent,30,PTA-HT1-latent-Agent,100,0.94395738,0.9888645300000001,1.27031544,3.75561192,1.14736164,1.22580826,1.59930755,3.75561192
500,4,2.0,sharp,PTA,HT1,latent,Agent,40,PTA-HT1-latent-Agent,100,1.1061648,1.08415183,1.49661931,4.22442106,1.47177648,1.41638292,2.05191539,4.22442106
500,4,2.0,sharp,PTA,HT1,latent,Agent,50,PTA-HT1-latent-Agent,100,2.44759356,2.21744877,3.3476417300000003,6.78289654,4.154634,3.68297691,5.7539602,6.78289654
500,4,2.0,sharp,PTA,HT1,latent,Global,0,PTA-HT1-latent-Global,100,0.86120988,0.80404668,1.19089472,3.2453619600000003,0.87954696,0.83617946,1.22883432,3.01301432
500,4,2.0,sharp,PTA,HT1,latent,Global,5,PTA-HT1-latent-Global,100,0.88786824,0.82812195,1.22758089,3.24540463,0.93286368,0.88433014,1.30220666,3.09946596
500,4,2.0,sharp,PTA,HT1,latent,Global,10,PTA-HT1-latent-Global,100,0.9178161,0.85601407,1.26888236,3.2546534000000005,0.9927594000000001,0.9401144100000001,1.38480962,3.18594935
500,4,2.0,sharp,PTA,HT1,latent,Global,20,PTA-HT1-latent-Global,100,0.99194772,0.92614239,1.3711358000000002,3.36989059,1.14102264,1.08037091,1.5893165999999999,3.36893273
500,4,2.0,sharp,PTA,HT1,latent,Global,30,PTA-HT1-latent-Global,100,1.097256,1.0275230899999999,1.5163621800000002,3.61742712,1.3516392,1.28313242,1.87976933,3.61742712
500,4,2.0,sharp,PTA,HT1,latent,Global,40,PTA-HT1-latent-Global,100,1.27335606,1.19931528,1.76098376,4.15573907,1.70383932,1.6267167,2.36901247,4.15573907
500,4,2.0,sharp,PTA,HT1,latent,Global,50,PTA-HT1-latent-Global,100,2.5225263,2.4124404,3.4854310099999997,6.77375959,4.2021798,4.05296692,5.8179069100000005,6.77375959
500,4,2.0,sharp,PTA,HT2,clamped,Agent,0,PTA-HT2-clamped-Agent,100,0.48683424000000003,0.5458801600000001,0.65348664,2.43021027,0.50533884,0.63594423,0.6775966699999999,2.42673048
500,4,2.0,sharp,PTA,HT2,clamped,Agent,5,PTA-HT2-clamped-Agent,100,0.51567162,0.5350759,0.70028297,2.52509807,0.5630136,0.6143357,0.77118936,2.52509807
500,4,2.0,sharp,PTA,HT2,clamped,Agent,10,PTA-HT2-clamped-Agent,100,0.557577,0.55643995,0.7553063,2.61751956,0.64682436,0.65706372,0.8812359999999999,2.61751956
500,4,2.0,sharp,PTA,HT2,clamped,Agent,20,PTA-HT2-clamped-Agent,100,0.66702348,0.6369534800000001,0.89369298,2.83452496,0.86571732,0.81809068,1.15800944,2.83452496
500,4,2.0,sharp,PTA,HT2,clamped,Agent,30,PTA-HT2-clamped-Agent,100,0.8254366799999999,0.76554459,1.09861979,3.16935111,1.18254372,1.07527316,1.56786294,3.16935111
500,4,2.0,sharp,PTA,HT2,clamped,Agent,40,PTA-HT2-clamped-Agent,100,1.08992262,1.01069847,1.45652512,3.5972234800000003,1.7115155999999998,1.5655808,2.28367375,3.5972234800000003
500,4,2.0,sharp,PTA,HT2,clamped,Agent,50,PTA-HT2-clamped-Agent,100,2.50274094,2.3644973400000002,3.38703501,7.33146069,4.53715224,4.27317857,6.14469345,7.33146069
500,4,2.0,sharp,PTA,HT2,clamped,Global,0,PTA-HT2-clamped-Global,100,0.7310757,0.72601707,1.02383522,2.72083983,0.75967224,0.76062524,1.06485285,2.69825931
500,4,2.0,sharp,PTA,HT2,clamped,Global,5,PTA-HT2-clamped-Global,100,0.7672361999999999,0.76122301,1.07446962,2.82296859,0.8319932400000001,0.83103701,1.16612166,2.82296859
500,4,2.0,sharp,PTA,HT2,clamped,Global,10,PTA-HT2-clamped-Global,100,0.80675076,0.79998243,1.13020611,2.96550479,0.91102236,0.9085559999999999,1.27759484,2.96550479
500,4,2.0,sharp,PTA,HT2,clamped,Global,20,PTA-HT2-clamped-Global,100,0.90092616,0.89304899,1.26187838,3.27363474,1.0993731599999998,1.09468908,1.5409391,3.27363474
