pop,n,step_ratio,pattern,threshold_range,added_term,comparison,baseline,with_term,baseline_mean_r2,with_term_mean_r2,condition_mean_reduction,relative_reduction_percent,term_reduced_error,wilcoxon_statistic,p_value,q_value,significant,baseline_mean_r2_norm,with_term_mean_r2_norm,condition_mean_reduction_norm
500,4,1.5,scurve,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,1.82763652,1.8241001100000005,0.00353641,0.1934963523272127,True,2375.0,0.6060299176865905,0.7336125220658085,False,0.91381826,0.9120500550000002,0.001768205
500,4,1.5,scurve,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,3.6075202599999994,3.613848490000001,-0.0063282299999999,-0.175417725859147,False,2483.0,0.8851770022716838,0.9363855891799632,False,1.8037601299999997,1.8069242450000005,-0.0031641149999999
500,4,1.5,sharp,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,0.44558377,0.45087873,-0.00529496,-1.1883197630829343,False,2350.0,0.5473692910808176,0.7077097904883297,False,0.222791885,0.225439365,-0.00264748
500,4,1.5,sharp,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,1.7880866800000004,1.7829084099999997,0.00517827,0.2895983767408867,True,2354.0,0.5565634724328369,0.7124012447140312,False,0.8940433400000002,0.8914542049999998,0.002589135
500,4,1.5,zigzag,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,2.2057575299999996,2.2152617099999996,-0.00950418,-0.4308805419787012,False,2289.0,0.4171103591647601,0.5803274562292315,False,1.1028787649999998,1.1076308549999998,-0.00475209
500,4,1.5,zigzag,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,4.19597126,4.2101738200000005,-0.01420256,-0.3384808693851733,False,2318.0,0.4766299783790922,0.6421961813949875,False,2.09798563,2.1050869100000003,-0.00710128
500,4,2.5,random,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,1.1038901800000005,1.10863911,-0.00474893,-0.4301994968376296,False,2300.0,0.439153713588891,0.6044266165524521,False,0.5519450900000002,0.554319555,-0.002374465
500,4,2.5,random,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,0.66062455,0.6604480300000002,0.00017652,0.0267201695728689,True,2505.0,0.9451754865571346,0.9829930600286004,False,0.330312275,0.3302240150000001,8.826e-05
500,4,2.5,scurve,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,2.48151777,2.4831859,-0.00166813,-0.0672221662148326,False,2449.0,0.7938513827119553,0.8835911042359155,False,1.240758885,1.24159295,-0.000834065
500,4,2.5,scurve,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,1.6539434700000002,1.6790808599999998,-0.02513739,-1.5198457780422203,False,2363.0,0.5775215365287132,0.717696666754129,False,0.8269717350000001,0.8395404299999999,-0.012568695
500,4,2.5,sharp,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,0.7062830800000001,0.7040420599999999,0.0022410199999999,0.3172977044841564,True,2287.0,0.4131737394579021,0.5803274562292315,False,0.35314154,0.3520210299999999,0.0011205099999999
500,4,2.5,sharp,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,0.5517667799999999,0.5629148800000001,-0.0111481,-2.020436967952294,False,1916.0,0.0362653406125505,0.0663137656915209,False,0.2758833899999999,0.28145744,-0.00557405
