t,signed_target_increment_over_LT,normalized_net_recruited_service,mean_stored_threshold_task1,mean_stored_threshold_task3
433,0.9486833413441976,0.94,-30.92460060119629,40.633506774902344
434,0.9486833413441976,0.956,-31.006540298461914,40.71299362182617
435,0.9486833413441976,0.932,-31.083314895629883,40.79183578491211
436,0.9486833413441976,0.948,-31.168346405029297,40.872154235839844
437,0.9486833413441976,0.988,-31.248918533325195,40.95253372192383
438,0.9486833413441976,0.908,-31.314708709716797,41.02942657470703
439,0.9486833413441976,0.968,-31.40669822692871,41.109928131103516
440,0.9486833413441976,0.956,-31.480031967163086,41.188716888427734
441,0.9486833413441976,0.912,-31.55610466003418,41.2668571472168
442,0.9486833413441976,0.984,-31.647857666015625,41.34824752807617
443,0.9486833413441976,0.944,-31.716144561767578,41.426509857177734
444,0.9486833413441976,0.92,-31.796142578125,41.505184173583984
445,0.9486833413441976,0.976,-31.88546371459961,41.58640670776367
446,0.9486833413441976,0.94,-31.956546783447266,41.66520309448242
447,0.9486833413441976,0.956,-32.03856658935547,41.74477005004883
448,0.9486833413441976,0.944,-32.11541748046875,41.82368850708008
449,0.9486833413441976,0.94,-32.196075439453125,41.90302276611328
450,0.9486833413441976,0.964,-32.278629302978516,41.98312759399414
451,0.9486833413441976,0.94,-32.353050231933594,42.06187057495117
452,0.9486833413441976,0.956,-32.435020446777344,42.141387939453125
453,0.9486833413441976,0.964,-32.511817932128906,42.220252990722656
454,0.9486833413441976,0.936,-32.58500289916992,42.29776382446289
455,0.9486833413441976,0.948,-32.66721725463867,42.37639617919922
456,0.9486833413441976,0.944,-32.74610137939453,42.4550895690918
457,0.9486833413441976,0.936,-32.826534271240234,42.53419876098633
458,0.9486833413441976,0.984,-32.91035079956055,42.61443328857422
459,0.9486833413441976,0.928,-32.97747802734375,42.691532135009766
460,0.9486833413441976,0.94,-33.062255859375,42.770469665527344
461,0.9486833413441976,0.952,-33.14441680908203,42.85017776489258
462,0.9486833413441976,0.96,-33.2228889465332,42.929588317871094
463,0.9486833413441976,0.928,-33.29810333251953,43.00799560546875
464,0.9486833413441976,0.956,-33.384185791015625,43.08824157714844
465,0.9486833413441976,0.952,-33.46171569824219,43.1678352355957
466,0.9486833413441976,0.948,-33.540077209472656,43.247135162353516
467,0.9486833413441976,0.956,-33.619632720947266,43.32649612426758
468,0.9486833413441976,0.932,-33.6962776184082,43.405208587646484
469,0.9486833413441976,0.956,-33.78118133544922,43.48539733886719
470,0.9486833413441976,0.96,-33.85865783691406,43.56494140625
471,0.9486833413441976,0.952,-33.933998107910156,43.64347839355469
472,0.9486833413441976,0.928,-34.01130676269531,43.72172546386719
473,0.9486833413441976,0.956,-34.097225189208984,43.80180358886719
474,0.9486833413441976,0.936,-34.174591064453125,43.88123321533203
475,0.9486833413441976,0.98,-34.25872802734375,43.961788177490234
476,0.9486833413441976,0.94,-34.32766342163086,44.03956604003906
477,0.9486833413441976,0.932,-34.408660888671875,44.11811447143555
478,0.9486833413441976,0.956,-34.49340057373047,44.198143005371094
479,0.9486833413441976,0.94,-34.57071304321289,44.27751922607422
480,0.9486833413441976,0.988,-34.65331268310547,44.357669830322266
481,0.9486833413441976,0.888,-34.7188720703125,44.434329986572266
482,0.9486833413441976,0.964,-34.81805419921875,44.51637268066406
483,0.9486833413441976,0.968,-34.894412994384766,44.59706115722656
484,0.9486833413441976,0.96,-34.96792984008789,44.67603302001953
485,0.9486833413441976,0.928,-35.042701721191406,44.75400161743164
486,0.9486833413441976,0.956,-35.12834548950195,44.83380126953125
487,0.9486833413441976,0.924,-35.20543670654297,44.91295623779297
488,0.9486833413441976,0.992,-35.29375076293945,44.994300842285156
489,0.9486833413441976,0.908,-35.35901641845703,45.071800231933594
490,0.9486833413441976,0.98,-35.45161819458008,45.15291213989258
491,0.9486833413441976,0.948,-35.5211067199707,45.23124313354492
492,0.9486833413441976,0.96,-35.59968948364258,45.309635162353516
493,0.9486833413441976,0.92,-35.67388153076172,45.38702392578125
494,0.9486833413441976,0.952,-35.76191711425781,45.46696090698242
495,0.9486833413441976,0.98,-35.84061813354492,45.54659652709961
496,0.9486833413441976,0.916,-35.908634185791016,45.62345886230469
497,0.9486833413441976,0.94,-35.99762725830078,45.70322036743164
498,0.9486833413441976,0.968,-36.08060836791992,45.783748626708984
499,0.9486833413441976,0.96,-36.153968811035156,45.86256790161133
500,0.9486833413441976,0.94,-36.22858810424805,45.94038009643555
501,0.9486440022786459,0.924,-36.309608459472656,46.018959045410156
502,0.9485259850819906,0.948,-36.39728927612305,46.09971237182617
503,0.9483296871185303,0.976,-36.47816848754883,46.18050003051758
504,0.9480553468068441,0.928,-36.548580169677734,46.25880432128906
505,0.9477026462554932,0.952,-36.63420104980469,46.33885955810547
506,0.9472716649373373,0.96,-36.71249771118164,46.41849136352539
507,0.9467609723409017,0.932,-36.7872200012207,46.496952056884766
508,0.9461706479390463,0.96,-36.87093734741211,46.5766716003418
509,0.9454996585845947,0.956,-36.945274353027344,46.65510177612305
510,0.9447460174560547,0.92,-37.019527435302734,46.7325325012207
511,0.9439093271891276,0.932,-37.1058349609375,46.81208419799805
512,0.9429873625437418,0.952,-37.1894645690918,46.89261245727539
513,0.9419786930084229,0.968,-37.266273498535156,46.972251892089844
514,0.9408813317616781,0.948,-37.33584976196289,47.04948806762695
515,0.9396929740905762,0.86,-37.40999984741211,47.12598419189453
516,0.9384113152821859,0.968,-37.515594482421875,47.209434509277344
517,0.9370339711507162,0.984,-37.587554931640625,47.29014205932617
518,0.935558001200358,0.884,-37.65028381347656,47.36655044555664
519,0.9339810212453207,0.928,-37.7452392578125,47.447391510009766
520,0.9322992960611979,0.968,-37.82767868041992,47.52861404418945
521,0.9305103619893392,0.928,-37.894989013671875,47.606510162353516
522,0.9286100069681803,0.912,-37.97311019897461,47.68446350097656
523,0.9265949726104736,0.916,-38.056480407714844,47.763710021972656
524,0.9244616826375326,0.972,-38.13886642456055,47.84370803833008
525,0.9222056865692139,0.892,-38.20038604736328,47.919288635253906
526,0.9198236465454102,0.92,-38.28628921508789,47.99733352661133
527,0.91731063524882,0.928,-38.363338470458984,48.07514572143555
528,0.9146623611450195,0.876,-38.43619918823242,48.151771545410156
529,0.9118742942810059,0.928,-38.52613830566406,48.2315788269043
530,0.9089423020680746,0.884,-38.598873138427734,48.309696197509766
531,0.9058606624603271,0.932,-38.68510437011719,48.38975524902344
532,0.9026250044504801,0.868,-38.7542610168457,48.46720504760742
533,0.8992300033569336,0.92,-38.84330368041992,48.547428131103516
534,0.8956706523895264,0.924,-38.914493560791016,48.62548828125
535,0.8919413089752197,0.844,-38.98065948486328,48.70071029663086
536,0.888037363688151,0.904,-39.07222366333008,48.77983474731445
537,0.8839530150095621,0.884,-39.1439094543457,48.857181549072266
538,0.879682699839274,0.864,-39.21965408325195,48.934146881103516
539,0.8752210140228271,0.916,-39.30078125,49.012107849121094
540,0.8705630302429199,0.824,-39.361881256103516,49.086036682128906
541,0.8657023111979166,0.868,-39.45128631591797,49.163665771484375
542,0.8606343269348145,0.848,-39.526180267333984,49.240638732910156
543,0.8553536732991537,0.84,-39.60588455200195,49.318267822265625
544,0.8498550256093343,0.872,-39.68716812133789,49.396766662597656
545,0.8441329797108968,0.824,-39.75532913208008,49.47279739379883
546,0.8381830056508383,0.84,-39.83662033081055,49.55008316040039
547,0.8320000171661377,0.852,-39.91093826293945,49.62666320800781
548,0.8255799611409506,0.82,-39.97771072387695,49.700897216796875
549,0.818917989730835,0.788,-40.051544189453125,49.77503204345703
550,0.8120110034942627,0.808,-40.13459396362305,49.85129928588867
551,0.8048543135325114,0.82,-40.209693908691406,49.92729187011719
552,0.7974456946055094,0.8,-40.27730941772461,50.001277923583984
553,0.7897813320159912,0.752,-40.34750747680664,50.07435989379883
554,0.7818596363067627,0.844,-40.43166732788086,50.15008544921875
555,0.7736783027648926,0.724,-40.481300354003906,50.21957778930664
556,0.765235980351766,0.792,-40.56609344482422,50.292728424072266
557,0.7565316359202067,0.704,-40.62607955932617,50.362728118896484
558,0.7475653489430746,0.752,-40.712249755859375,50.43659591674805
559,0.73833696047465,0.756,-40.781044006347656,50.50925064086914
560,0.7288479804992676,0.74,-40.843624114990234,50.57949447631836
561,0.7190999984741211,0.668,-40.90611267089844,50.64788818359375
562,0.7090950012207031,0.74,-40.98975372314453,50.71992492675781
563,0.6905909615258375,0.7,-41.043453216552734,50.78757858276367
564,0.669677677253882,0.648,-41.099853515625,50.8525390625
565,0.6483633294701576,0.672,-41.16495132446289,50.91753387451172
566,0.6266680161158243,0.636,-41.21311950683594,50.97850799560547
567,0.6046129862467448,0.556,-41.26244354248047,51.03669357299805
568,0.5822223126888275,0.628,-41.330360412597656,51.097206115722656
569,0.5595209995905558,0.52,-41.36545944213867,51.15164566040039
570,0.5365346620480219,0.528,-41.42603302001953,51.20754623413086
571,0.513291984796524,0.56,-41.476478576660156,51.26214599609375
572,0.4898216625054677,0.524,-41.50503158569336,51.310516357421875
573,0.46615267793337506,0.416,-41.53193283081055,51.353755950927734
574,0.44231565793355304,0.516,-41.584938049316406,51.399330139160156
575,0.418342004219691,0.376,-41.59426498413086,51.43623733520508
576,0.3942629893620809,0.408,-41.6379508972168,51.474761962890625
577,0.3701103428999583,0.38,-41.66241455078125,51.509925842285156
578,0.3459153374036153,0.34,-41.6849250793457,51.54206466674805
579,0.3217093547185262,0.32,-41.71027374267578,51.57258224487305
580,0.2975233197212219,0.3,-41.73244857788086,51.60110092163086
581,0.27338699499766034,0.28,-41.7510871887207,51.62725830078125
582,0.2493306795756022,0.252,-41.76586151123047,51.650691986083984
583,0.22538266579310098,0.2,-41.779415130615234,51.6717643737793
584,0.20157001415888467,0.208,-41.80107116699219,51.69297409057617
585,0.17791966597239176,0.188,-41.81111526489258,51.71151351928711
586,0.1544560194015503,0.144,-41.817203521728516,51.727073669433594
587,0.13120299577713013,0.132,-41.8280143737793,51.74150085449219
588,0.10818266868591309,0.124,-41.83359909057617,51.75381088256836
589,0.08541566133499146,0.088,-41.83158874511719,51.7626953125
590,0.0629210074742635,0.076,-41.8311653137207,51.76935577392578
591,0.040716330210367836,0.036,-41.82472610473633,51.77288055419922
592,0.018817007541656494,0.02,-41.82187271118164,51.774879455566406
593,-0.00276865561803182,0.0,-41.81614685058594,51.774131774902344
594,-0.024541338284810383,0.0,-41.81394577026367,51.76499938964844
595,-0.04681166013081869,0.0,-41.80759048461914,51.745426177978516
596,-0.06957431634267171,0.0,-41.79505920410156,51.7132453918457
597,-0.09282265106836955,0.0,-41.7742919921875,51.666263580322266
598,-0.11654667059580485,0.0,-41.74318313598633,51.602237701416016
599,-0.14073467254638672,0.0,-41.6995849609375,51.51889419555664
600,-0.1653719941775004,0.0,-41.64131164550781,51.41392135620117
601,-0.19044198592503866,0.0,-41.566139221191406,51.28496551513672
602,-0.21592499812444052,0.0,-41.471805572509766,51.12965393066406
603,-0.24179863929748535,0.0,-41.35601806640625,50.945579528808594
604,-0.26803767681121826,0.0,-41.21644592285156,50.73031234741211
605,-0.2946139971415202,-0.176,-41.05073165893555,50.48139572143555
606,-0.32149698336919147,-0.32,-40.872100830078125,50.26167678833008
607,-0.3486526608467102,-0.34,-40.690921783447266,50.07240295410156
608,-0.37604398528734845,-0.356,-40.50653839111328,49.877838134765625
609,-0.40363332629203796,-0.408,-40.31792068481445,49.6757698059082
610,-0.43137866258621216,-0.432,-40.127220153808594,49.47846984863281
611,-0.4592360158761342,-0.472,-39.93409729003906,49.27765655517578
612,-0.4871603349844615,-0.496,-39.7396240234375,49.07889938354492
613,-0.5151039858659109,-0.5,-39.54344940185547,48.87732696533203
614,-0.5430186688899994,-0.536,-39.343448638916016,48.66518020629883
615,-0.5708546737829844,-0.592,-39.14034652709961,48.45223617553711
616,-0.5985619872808456,-0.596,-38.93666076660156,48.2466926574707
617,-0.6260906482736269,-0.596,-38.73029327392578,48.031829833984375
618,-0.6533903280893961,-0.668,-38.518829345703125,47.80415725708008
619,-0.6804116480052471,-0.676,-38.30625534057617,47.58808135986328
620,-0.7071066697438558,-0.732,-38.09091567993164,47.363956451416016
621,-0.72017502784729,-0.68,-37.876617431640625,47.15299987792969
622,-0.732848326365153,-0.784,-37.657623291015625,46.9190788269043
623,-0.7451079686482748,-0.696,-37.442073822021484,46.71451187133789
624,-0.7569359938303629,-0.82,-37.22111129760742,46.47633743286133
625,-0.7683173020680746,-0.768,-37.00472640991211,46.2745475769043
626,-0.7792403697967529,-0.776,-36.78733444213867,46.053985595703125
627,-0.7896943092346191,-0.792,-36.568721771240234,45.831504821777344
628,-0.7996723651885986,-0.772,-36.349422454833984,45.61003875732422
629,-0.8091696898142496,-0.868,-36.1268196105957,45.37693786621094
630,-0.8181836605072021,-0.824,-35.90863037109375,45.17281723022461
631,-0.8267143567403158,-0.832,-35.690189361572266,44.953609466552734
632,-0.8347636858622233,-0.864,-35.471500396728516,44.73413848876953
633,-0.8423366546630859,-0.836,-35.254722595214844,44.52348327636719
634,-0.8494389851888021,-0.864,-35.03675079345703,44.30171585083008
635,-0.8560793399810791,-0.852,-34.81947326660156,44.086673736572266
636,-0.8622666994730631,-0.856,-34.60127639770508,43.865577697753906
637,-0.8680123488108317,-0.872,-34.38201141357422,43.642921447753906
638,-0.873328685760498,-0.88,-34.162620544433594,43.423152923583984
639,-0.8782293001810709,-0.904,-33.943382263183594,43.20441436767578
640,-0.8827283382415771,-0.868,-33.72602081298828,42.99306106567383
641,-0.8868406613667806,-0.936,-33.50698471069336,42.76870346069336
642,-0.8905816872914633,-0.88,-33.29197311401367,42.5665168762207
643,-0.8939676284790039,-0.912,-33.075714111328125,42.346317291259766
644,-0.8970139821370443,-0.888,-32.86077880859375,42.13561248779297
645,-0.8997376759847006,-0.904,-32.644798278808594,41.916316986083984
646,-0.9021543661753336,-0.9,-32.42897415161133,41.70101547241211
647,-0.9042803446451823,-0.912,-32.212764739990234,41.48359680175781
648,-0.9027360280354818,-0.9,-31.997373580932617,41.27082061767578
649,-0.9004233678181967,-0.9,-31.781938552856445,41.055267333984375
650,-0.8978366851806641,-0.9,-31.566688537597656,40.84062957763672
651,-0.8949673175811768,-0.9,-31.35188102722168,40.62723922729492
652,-0.8918073177337646,-0.884,-31.137794494628906,40.415470123291016
653,-0.8883500099182129,-0.888,-30.923316955566406,40.199764251708984
654,-0.8845880031585693,-0.884,-30.709136962890625,39.98654556274414
655,-0.8805163701375326,-0.88,-30.49526023864746,39.77365493774414
656,-0.8761300245920817,-0.868,-30.281723022460938,39.56121063232422
657,-0.8714253107706705,-0.876,-30.0678768157959,39.34639358520508
658,-0.8663996855417887,-0.864,-29.854875564575195,39.136104583740234
659,-0.8610510031382242,-0.864,-29.642133712768555,38.9241943359375
660,-0.8553793430328369,-0.772,-29.43014907836914,38.71464538574219
661,-0.8493850231170654,-0.836,-29.21129608154297,38.47393798828125
662,-0.8430706659952799,-0.86,-28.991811752319336,38.25245666503906
663,-0.8364396890004476,-0.836,-28.774410247802734,38.041709899902344
664,-0.8294963041941324,-0.808,-28.55758285522461,37.826717376708984
665,-0.8222470283508301,-0.832,-28.33948516845703,37.60459899902344
666,-0.8146990140279134,-0.804,-28.1229190826416,37.39291763305664
667,-0.8068610032399496,-0.824,-27.90609359741211,37.17528533935547
668,-0.7987430095672607,-0.76,-27.691505432128906,36.967830657958984
669,-0.7903560002644857,-0.736,-27.474218368530273,36.74197006225586
670,-0.7817126909891764,-0.852,-27.252872467041016,36.507713317871094
671,-0.7728260358174642,-0.724,-27.038545608520508,36.31574630737305
672,-0.7637103398640951,-0.792,-26.820690155029297,36.08667755126953
673,-0.754381020863851,-0.672,-26.606170654296875,35.88277816772461
674,-0.7448543707529703,-0.768,-26.385181427001953,35.64121627807617
675,-0.7351463635762533,-0.72,-26.167102813720703,35.43241500854492
676,-0.7252746423085531,-0.724,-25.948551177978516,35.21237564086914
677,-0.7152570088704427,-0.732,-25.73077392578125,34.997066497802734
678,-0.7051126956939697,-0.68,-25.51537322998047,34.78926086425781
679,-0.6949066321055094,-0.724,-25.29865074157715,34.56832504272461
680,-0.6846752961476644,-0.672,-25.08540916442871,34.36619186401367
681,-0.6744320392608643,-0.708,-24.871950149536133,34.15204620361328
682,-0.6641883452733358,-0.6,-24.662372589111328,33.95484161376953
683,-0.6539570093154907,-0.672,-24.44800567626953,33.72523498535156
684,-0.643749992052714,-0.656,-24.236141204833984,33.5213508605957
685,-0.6335786581039429,-0.596,-24.026262283325195,33.31780242919922
686,-0.6234543323516846,-0.668,-23.81394386291504,33.09772872924805
687,-0.6133883396784464,-0.608,-23.60646629333496,32.90567398071289
688,-0.6033910115559896,-0.58,-23.39939308166504,32.69990539550781
689,-0.5934723218282064,-0.616,-23.19112205505371,32.487831115722656
690,-0.583642323811849,-0.548,-22.985719680786133,32.29156494140625
691,-0.5739103158315023,-0.612,-22.778013229370117,32.076541900634766
692,-0.5642853180567423,-0.532,-22.574539184570312,31.88654136657715
693,-0.5547756751378378,-0.58,-22.36903953552246,31.674610137939453
694,-0.5453893343607584,-0.548,-22.166606903076172,31.481952667236328
695,-0.5361340045928955,-0.508,-21.965225219726562,31.283920288085938
696,-0.5270166794459025,-0.504,-21.76215362548828,31.075477600097656
697,-0.5180443525314331,-0.548,-21.557830810546875,30.867189407348633
698,-0.5092233419418335,-0.508,-21.35694694519043,30.677257537841797
699,-0.5005590120951334,-0.492,-21.156719207763672,30.4791316986084
700,-0.49205732345581055,-0.508,-20.956485748291016,30.278879165649414
701,-0.4837230046590169,-0.492,-20.758399963378906,30.0876522064209
702,-0.47556134064992267,-0.464,-20.561771392822266,29.895666122436523
703,-0.46757598718007404,-0.492,-20.364824295043945,29.697708129882812
704,-0.4597713152567546,-0.428,-20.170732498168945,29.51271629333496
705,-0.45215098063151044,-0.468,-19.97449493408203,29.309659957885742
706,-0.44471832116444904,-0.456,-19.78032112121582,29.122060775756836
707,-0.43747631708780926,-0.432,-19.587787628173828,28.93475914001465
708,-0.4304279883702596,-0.424,-19.3953914642334,28.742807388305664
709,-0.4235756794611613,-0.412,-19.203031539916992,28.550565719604492
710,-0.41692233085632324,-0.432,-19.010231018066406,28.35637664794922
711,-0.4104693333307902,-0.376,-18.819339752197266,28.17156410217285
712,-0.4042186737060547,-0.408,-18.62594223022461,27.970197677612305
713,-0.39817265669504803,-0.436,-18.433414459228516,27.780445098876953
714,-0.3923323154449463,-0.376,-18.2447566986084,27.6041202545166
715,-0.3866993188858032,-0.388,-18.05514907836914,27.41149139404297
716,-0.3812750180562337,-0.388,-17.86613655090332,27.22437858581543
717,-0.376060684521993,-0.368,-17.678180694580078,27.039794921875
718,-0.37105735143025714,-0.36,-17.48995018005371,26.85070037841797
719,-0.3662656545639038,-0.376,-17.301164627075195,26.660144805908203
720,-0.3616873423258464,-0.408,-17.113643646240234,26.476667404174805
721,-0.3573226531346639,-0.34,-16.930618286132812,26.307952880859375
722,-0.3531726598739624,-0.356,-16.746423721313477,26.120037078857422
723,-0.3492383162180583,-0.32,-16.562824249267578,25.9383487701416
724,-0.3455203374226888,-0.376,-16.37696075439453,25.745277404785156
725,-0.34201931953430176,-0.332,-16.194110870361328,25.572023391723633
726,-0.3387366533279419,-0.336,-16.01066017150879,25.386669158935547
727,-0.33567265669504803,-0.332,-15.827237129211426,25.203340530395508
728,-0.3328283429145813,-0.344,-15.643738746643066,25.019607543945312
729,-0.3302050034205119,-0.332,-15.46146297454834,24.841228485107422
730,-0.32780299584070843,-0.32,-15.279558181762695,24.660507202148438
731,-0.3256233334541321,-0.296,-15.097151756286621,24.47651481628418
732,-0.32366766532262164,-0.372,-14.9122896194458,24.283838272094727
733,-0.3219366669654846,-0.276,-14.731867790222168,24.117555618286133
734,-0.32043200731277466,-0.328,-14.547501564025879,23.92064094543457
735,-0.3191543420155843,-0.34,-14.363920211791992,23.73955726623535
736,-0.3181053400039673,-0.316,-14.182278633117676,23.564098358154297
737,-0.3172866702079773,-0.304,-14.000520706176758,23.381977081298828
738,-0.31669966379801434,-0.328,-13.817635536193848,23.195507049560547
739,-0.316346009572347,-0.316,-13.635783195495605,23.016944885253906
740,-0.31622767448425293,-0.324,-13.453908920288086,22.835006713867188
741,-0.31622767448425293,-0.316,-13.272722244262695,22.656015396118164
742,-0.31622767448425293,-0.292,-13.091513633728027,22.474742889404297
743,-0.31622767448425293,-0.356,-12.90815544128418,22.2845401763916
744,-0.31622767448425293,-0.276,-12.728323936462402,22.11594009399414
745,-0.31622767448425293,-0.332,-12.544921875,21.921178817749023
746,-0.31622767448425293,-0.304,-12.362916946411133,21.743629455566406
747,-0.31622767448425293,-0.348,-12.179826736450195,21.557085037231445
748,-0.31622767448425293,-0.308,-11.999553680419922,21.385784149169922
749,-0.31622767448425293,-0.304,-11.818550109863281,21.202457427978516
750,-0.31622767448425293,-0.32,-11.636459350585938,21.01691246032715
751,-0.31622767448425293,-0.328,-11.454702377319336,20.83622169494629
752,-0.31622767448425293,-0.288,-11.273987770080566,20.658832550048828
753,-0.31622767448425293,-0.312,-11.090768814086914,20.467641830444336
754,-0.31622767448425293,-0.336,-10.907173156738281,20.282852172851562
755,-0.31622767448425293,-0.324,-10.725330352783203,20.106592178344727
756,-0.31622767448425293,-0.312,-10.54417610168457,19.92763328552246
757,-0.31622767448425293,-0.276,-10.362645149230957,19.74490737915039
758,-0.31622767448425293,-0.364,-10.177543640136719,19.548446655273438
759,-0.31622767448425293,-0.304,-9.99668025970459,19.381072998046875
760,-0.31622767448425293,-0.316,-9.814728736877441,19.195669174194336
761,-0.31622767448425293,-0.288,-9.632758140563965,19.013633728027344
762,-0.31622767448425293,-0.364,-9.448281288146973,18.821184158325195
763,-0.31622767448425293,-0.288,-9.268040657043457,18.654436111450195
764,-0.31622767448425293,-0.292,-9.085295677185059,18.463720321655273
765,-0.31622767448425293,-0.332,-8.900400161743164,18.271982192993164
766,-0.31622767448425293,-0.312,-8.716901779174805,18.092937469482422
767,-0.31622767448425293,-0.3,-8.533027648925781,17.907869338989258
768,-0.31622767448425293,-0.356,-8.347713470458984,17.717971801757812
769,-0.31622767448425293,-0.284,-8.165925025939941,17.54741668701172
770,-0.31622767448425293,-0.284,-7.981277942657471,17.353666305541992
771,-0.31622767448425293,-0.4,-7.793768882751465,17.157058715820312
772,-0.31622767448425293,-0.276,-7.613691806793213,17.00063705444336
773,-0.31622767448425293,-0.304,-7.430045127868652,16.80562973022461
774,-0.31622767448425293,-0.32,-7.245312213897705,16.617443084716797
775,-0.31622767448425293,-0.352,-7.0609130859375,16.434110641479492
776,-0.31622767448425293,-0.292,-6.879687786102295,16.26298713684082
777,-0.31622767448425293,-0.336,-6.69631290435791,16.072771072387695
778,-0.31622767448425293,-0.3,-6.5146918296813965,15.896734237670898
779,-0.31622767448425293,-0.308,-6.331632137298584,15.709091186523438
780,-0.31622767448425293,-0.332,-6.147841930389404,15.522976875305176
781,-0.31622767448425293,-0.296,-5.965450763702393,15.345041275024414
782,-0.31622767448425293,-0.328,-5.781266212463379,15.155142784118652
783,-0.31622767448425293,-0.296,-5.598124980926514,14.975325584411621
784,-0.31622767448425293,-0.32,-5.413188934326172,14.78467845916748
785,-0.31622767448425293,-0.312,-5.228588104248047,14.601142883300781
786,-0.31622767448425293,-0.336,-5.043612003326416,14.414973258972168
787,-0.31622767448425293,-0.368,-4.8603901863098145,14.237335205078125
788,-0.31622767448425293,-0.28,-4.681760787963867,14.07332706451416
789,-0.31622767448425293,-0.32,-4.4999189376831055,13.881253242492676
790,-0.31622767448425293,-0.288,-4.3184099197387695,13.700810432434082
791,-0.31622767448425293,-0.36,-4.134397983551025,13.50882625579834
792,-0.31622767448425293,-0.284,-3.9542689323425293,13.341057777404785
793,-0.31622767448425293,-0.328,-3.77128005027771,13.148968696594238
794,-0.31622767448425293,-0.3,-3.589337110519409,12.970349311828613
795,-0.31622767448425293,-0.3,-3.4059529304504395,12.78238296508789
796,-0.31622767448425293,-0.352,-3.221129894256592,12.592976570129395
797,-0.31622767448425293,-0.3,-3.039479970932007,12.421429634094238
798,-0.31622767448425293,-0.308,-2.856390953063965,12.233757019042969
799,-0.31622767448425293,-0.332,-2.672571897506714,12.047615051269531
800,-0.31622767448425293,-0.32,-2.490151882171631,11.869648933410645
801,-0.31622767448425293,-0.296,-2.308065891265869,11.688629150390625
802,-0.31622767448425293,-0.336,-2.1241869926452637,11.49903678894043
803,-0.31622767448425293,-0.32,-1.942060947418213,11.322495460510254
804,-0.31622767448425293,-0.312,-1.7602699995040894,11.141769409179688
805,-0.31622767448425293,-0.332,-1.578104019165039,10.958409309387207
806,-0.31622767448425293,-0.316,-1.3973369598388672,10.782095909118652
807,-0.31622767448425293,-0.284,-1.2165499925613403,10.601244926452637
808,-0.31622767448425293,-0.348,-1.0329029560089111,10.408496856689453
809,-0.31622767448425293,-0.304,-0.85207599401474,10.236641883850098
810,-0.31622767448425293,-0.336,-0.6701629757881165,10.051277160644531
811,-0.31622767448425293,-0.32,-0.4900049865245819,9.876702308654785
812,-0.31622767448425293,-0.316,-0.31018099188804626,9.697943687438965
813,-0.31622767448425293,-0.328,-0.13033799827098846,9.518035888671875
814,-0.31622767448425293,-0.32,0.048461999744176865,9.342560768127441
815,-0.31622767448425293,-0.308,0.2269269973039627,9.1651611328125
816,-0.31622767448425293,-0.348,0.40612098574638367,8.983642578125
817,-0.31622767448425293,-0.312,0.5824980139732361,8.816239356994629
818,-0.31622767448425293,-0.368,0.7592489719390869,8.638294219970703
819,-0.31622767448425293,-0.3,0.9314069747924805,8.480756759643555
820,-0.31622767448425293,-0.36,1.1050050258636475,8.302576065063477
821,-0.31622767448425293,-0.3,1.2747199535369873,8.145222663879395
822,-0.31622767448425293,-0.344,1.4458739757537842,7.969486236572266
823,-0.31622767448425293,-0.336,1.6145650148391724,7.808638095855713
824,-0.31622767448425293,-0.336,1.7815020084381104,7.6472859382629395
825,-0.31622767448425293,-0.324,1.9466840028762817,7.487687110900879
826,-0.31622767448425293,-0.356,2.1111769676208496,7.3253889083862305
827,-0.31622767448425293,-0.332,2.272141933441162,7.175655841827393
828,-0.31622767448425293,-0.304,2.4317069053649902,7.02054500579834
829,-0.31622767448425293,-0.332,2.592358112335205,6.856441020965576
830,-0.31622767448425293,-0.384,2.7516090869903564,6.701643943786621
831,-0.31622767448425293,-0.328,2.9048469066619873,6.567544937133789
832,-0.31622767448425293,-0.328,3.057041883468628,6.418674945831299
833,-0.31622767448425293,-0.356,3.2081921100616455,6.27085018157959
834,-0.31622767448425293,-0.348,3.355813980102539,6.134459972381592
835,-0.31622767448425293,-0.356,3.500617027282715,5.998630046844482
836,-0.31622767448425293,-0.376,3.6418910026550293,5.868587970733643
837,-0.31622767448425293,-0.36,3.777862071990967,5.749496936798096
838,-0.31622767448425293,-0.364,3.909950017929077,5.6297712326049805
839,-0.31622767448425293,-0.324,4.037798881530762,5.5154128074646
840,-0.31622767448425293,-0.372,4.1649580001831055,5.390449047088623
841,-0.31622767448425293,-0.348,4.287168025970459,5.283989906311035
842,-0.31622767448425293,-0.352,4.406558990478516,5.173572063446045
843,-0.31622767448425293,-0.356,4.522775173187256,5.067458152770996
844,-0.31622767448425293,-0.348,4.635461807250977,4.966002941131592
845,-0.31622767448425293,-0.352,4.745327949523926,4.865108966827393
846,-0.31622767448425293,-0.344,4.852021217346191,4.768518924713135
847,-0.31622767448425293,-0.336,4.956247806549072,4.672134876251221
848,-0.31622767448425293,-0.352,5.058719158172607,4.575247764587402
849,-0.31622767448425293,-0.332,5.158016204833984,4.486052989959717
850,-0.31622767448425293,-0.38,5.255911827087402,4.392611026763916
851,-0.31622767448425293,-0.336,5.348148822784424,4.318384170532227
852,-0.31622767448425293,-0.348,5.438630104064941,4.233487129211426
