pop,n,step_ratio,pattern,family,threshold_range,threshold_mode,gain_scheme,run_method_id,config_label,R,R_abs
500,12,2.0,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.32195326,13.14692734
500,12,2.0,scurve,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.18442896,7.1194349599999995
500,12,2.0,sharp,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.15693858,0.25545305
500,12,2.0,zigzag,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.24447903,8.250607780000001
500,12,2.5,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.18332128,4.35572902
500,12,2.5,scurve,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.14709275,7.111580719999999
500,12,2.5,sharp,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.16650655,0.82276907
500,12,2.5,zigzag,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.17504676,8.17297011
1000,4,1.5,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,1.11719417,140.1100124
1000,4,1.5,scurve,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.9659832,11.46571951
1000,4,1.5,sharp,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.69606494,0.7441801800000001
1000,4,1.5,zigzag,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,1.4980756199999998,26.58414543
1000,4,2.0,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.6953951700000001,86.17743079
1000,4,2.0,scurve,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.30831193,11.02351723
1000,4,2.0,sharp,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.48046608,0.50049595
1000,4,2.0,zigzag,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.6970632600000001,26.013678060000004
1000,4,2.5,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.40153663,36.78556432
1000,4,2.5,scurve,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.34965187999999997,11.00223971
1000,4,2.5,sharp,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.27961345000000004,1.4696152900000001
1000,4,2.5,zigzag,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.52623519,25.811893490000003
1000,8,1.5,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.7526043099999999,47.75480207
1000,8,1.5,scurve,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.65927221,9.119509279999999
1000,8,1.5,sharp,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.3363342,0.45607117
1000,8,1.5,zigzag,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.78222321,12.236578320000001
1000,8,2.0,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.43187879,26.65855869
1000,8,2.0,scurve,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.2357947,8.82345295
1000,8,2.0,sharp,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.23252836,0.31966507
1000,8,2.0,zigzag,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.35521377,11.94882017
1000,8,2.5,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.24536276,8.11942792
1000,8,2.5,scurve,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.20342463,8.81403464
1000,8,2.5,sharp,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.20151758,0.7466806800000001
1000,8,2.5,zigzag,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.25821521000000003,11.84097361
1000,12,1.5,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.58260804,24.796477369999998
1000,12,1.5,scurve,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.51910745,7.36286058
1000,12,1.5,sharp,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.21372759,0.34599708
1000,12,1.5,zigzag,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.53501038,8.44607247
1000,12,2.0,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.3154479,13.09675616
1000,12,2.0,scurve,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.18125425,7.115337050000001
1000,12,2.0,sharp,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.14918949,0.24018805000000001
1000,12,2.0,zigzag,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.24035382,8.246539219999999
1000,12,2.5,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.17729365000000002,3.57098367
1000,12,2.5,scurve,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.14750167,7.1157565
1000,12,2.5,sharp,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.15282022,0.81843102
1000,12,2.5,zigzag,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.17077798000000002,8.16846286
