pop,n,step_ratio,pattern,threshold_range,gain_scheme,R_latent,R_abs_latent,R_clamped,R_abs_clamped,R_log_ratio,R_abs_log_ratio
50,8,2.5,scurve,HT1,Agent,0.74321554,9.22339427,0.35169673,8.91605554,0.7482168551214081,0.033889467148256365
50,8,2.5,scurve,HT1,Global,0.78648411,9.25653837,0.409142,8.96574632,0.6535102348103483,0.03191880085421754
50,8,2.5,scurve,HT2,Agent,0.56093718,9.0630979,0.26945584,8.85775125,0.7332044027184434,0.022918070030050555
50,8,2.5,scurve,HT2,Global,0.58679054,9.08199417,0.3165175,8.89063995,0.6172893924880625,0.02129475843464457
50,8,2.5,sharp,HM,Agent,0.24825306000000003,0.97924783,0.36281064,0.8416054,-0.3794324161307805,0.15147349824919631
50,8,2.5,sharp,HM,Global,0.28014564,0.834333,0.35527357000000004,0.73247348,-0.23757850161982183,0.13020546778535283
50,8,2.5,sharp,HT1,Agent,0.66052315,1.58587685,0.7132834699999999,1.77438864,-0.07684674248206047,-0.11231846340297942
50,8,2.5,sharp,HT1,Global,0.55654702,1.07653374,0.67184934,1.39702654,-0.188282459449498,-0.26059969830273694
50,8,2.5,sharp,HT2,Agent,0.48532539999999996,1.20828904,0.34488233,1.3085520400000001,0.3416163074119257,-0.07971587051213606
50,8,2.5,sharp,HT2,Global,0.43798474,0.8421446400000001,0.37444179,0.91097168,0.15674771262257522,-0.07856002909660059
50,8,2.5,zigzag,HM,Agent,0.39449378,11.61528278,0.45375718,11.80488619,-0.13995883577710488,-0.016191817630659976
50,8,2.5,zigzag,HM,Global,0.44997474,11.60872345,0.48721896000000003,11.71833456,-0.07952218403912958,-0.009397834624765832
50,8,2.5,zigzag,HT1,Agent,0.64254178,12.04666895,0.44897913,11.89620773,0.3584554362996162,0.012568514859079258
50,8,2.5,zigzag,HT1,Global,0.7097651700000001,12.17532766,0.53914887,12.00207265,0.27494243941360413,0.014332225425377416
50,8,2.5,zigzag,HT2,Agent,0.54762778,12.0003009,0.34904672,11.889918049999999,0.4503900411500152,0.009240906141199358
50,8,2.5,zigzag,HT2,Global,0.60404209,12.07173394,0.42831516999999997,11.9397493,0.34378457784451544,0.010993570698482705
50,12,1.5,random,HM,Agent,0.64080905,27.14318531,0.77885425,32.91601333,-0.1950924108951961,-0.19283325331310577
50,12,1.5,random,HM,Global,0.67726005,28.82423515,0.7698758499999999,32.65340272,-0.1281739478026916,-0.12473253681793162
50,12,1.5,random,HT1,Agent,1.32282585,55.583256060000004,1.52159795,62.22254729,-0.13999082172662614,-0.1128354247811308
50,12,1.5,random,HT1,Global,1.4112532999999998,59.197470519999996,1.5349913499999999,62.96233945,-0.0840465710126046,-0.06165794786360073
50,12,1.5,random,HT2,Agent,1.01821415,43.35446059,1.13051455,47.54364567,-0.10462262360158521,-0.0922385503116722
50,12,1.5,random,HT2,Global,1.1097045,47.148453520000004,1.1488258500000001,48.399094999999996,-0.03464665713341007,-0.026179905810743285
50,12,1.5,scurve,HM,Agent,0.9936379599999999,7.57279046,0.80275312,7.46593796,0.21332569535655083,0.014210549609877865
50,12,1.5,scurve,HM,Global,1.03932229,7.60547523,0.9266566500000001,7.5033848,0.11474102688663057,0.013514187510056484
50,12,1.5,scurve,HT1,Agent,1.10648043,7.83572438,0.51986283,7.382171990000001,0.7553744846205055,0.059625423005278136
50,12,1.5,scurve,HT1,Global,1.13835759,7.8530016499999995,0.59391186,7.42315724,0.6506108675266445,0.05629136378225917
50,12,1.5,scurve,HT2,Agent,1.14983202,7.906931879999999,0.8195366799999999,7.67018478,0.33863198494126046,0.03039912154690488
50,12,1.5,scurve,HT2,Global,1.1618346099999999,7.91283465,0.85659043,7.68641382,0.30479570205256856,0.029031748972092278
50,12,1.5,sharp,HM,Agent,0.50945135,0.7700708199999999,0.5909498,0.79446382,-0.14839671068672425,-0.03118496222126851
50,12,1.5,sharp,HM,Global,0.5533055,0.82826777,0.6499883,0.8645121400000001,-0.16104407251516886,-0.04282885199946352
50,12,1.5,sharp,HT1,Agent,0.38152169999999996,0.5714394899999999,0.2606219,0.3754655,0.3810970318428954,0.4199920088776457
50,12,1.5,sharp,HT1,Global,0.47012295000000004,0.7033025,0.36027929999999997,0.53869316,0.26611469225820394,0.26664096560669687
50,12,1.5,sharp,HT2,Agent,0.46629905,0.73118544,0.369702,0.54664344,0.23212989077749027,0.2908703640264127
50,12,1.5,sharp,HT2,Global,0.530258,0.83303529,0.42487454999999996,0.6623975299999999,0.22156973167330954,0.2292101320160889
50,12,1.5,zigzag,HM,Agent,1.1074401299999999,8.59931871,1.00334834,8.777645230000001,0.09870841599373088,-0.02052519428307482
50,12,1.5,zigzag,HM,Global,1.18669982,8.63882195,1.14257708,8.79309518,0.03788988641417266,-0.017700549717735162
50,12,1.5,zigzag,HT1,Agent,0.8046608500000001,8.69491521,0.5549178,8.50450823,0.3716008896278884,0.022141993282819412
50,12,1.5,zigzag,HT1,Global,0.87881664,8.7642685,0.64184819,8.55457259,0.31422446368898915,0.02421711212055705
50,12,1.5,zigzag,HT2,Agent,1.06691526,8.84394371,0.85116525,8.69809724,0.22592053618033578,0.01662860451340247
50,12,1.5,zigzag,HT2,Global,1.11941666,8.88772426,0.90567699,8.70299106,0.21188027002485693,0.021004261428833854
50,12,2.0,random,HM,Agent,0.3876704,15.325442709999999,0.4932272,20.81453226,-0.24081442573929707,-0.30613703960333993
50,12,2.0,random,HM,Global,0.4148344,17.21237514,0.4911136,20.80647915,-0.16879606114597415,-0.18963582580016106
50,12,2.0,random,HT1,Agent,1.1437194,49.05109184,1.365863,56.63050588,-0.17750088014183196,-0.1436853676615641
50,12,2.0,random,HT1,Global,1.2381668000000001,53.031060399999994,1.3612624,56.887558129999995,-0.0947806058704043,-0.07019886800592529
50,12,2.0,random,HT2,Agent,0.8028084,34.81909092,0.9395506,39.919162660000005,-0.15728559559292585,-0.1366906497570673
50,12,2.0,random,HT2,Global,0.8990193999999999,38.90911892,0.9381,40.09071628,-0.04255193936030571,-0.029916150604797905
